AGE,HS_GPA,Cum_GPA,Comp_sex,comp_lev,Cum GPA BOT group,Ethnicity,CrsHierarchy,Cum Units BOT group,comp_enrol,CatalogNum,Course Number,Class Type,Comp Pell,CourseDpt,Course,ENR_STATUS,EOP_STATUS,ETH_WASC,FGS_all,FresnoSArea,FullTime,GPA_T1,GPAcum_T1,GradeNum,Grade,Grd Points,HSGPA,LCOM Group,MajorDesc,PELL_Recipient,PERIOD,Pass,Semester,Course Number_1,Profile 2,RemEngl,RemMath,SAT_COMP,SAT_MATH,SAT_VERB,SEX,Tot Enrl,Transcript Description
21,> 4.0,3.9,Female,Sophomore,3.5-4.0,Hispanic,35640,45-59,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,4,3.923,4,A,12,4.320000172,NA,Biol-Physiology & Anatomy,0,20072,1,Sp07,35640,> 4.0,0,0,1140,540,600,F,132,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
20,3.5-4.0,3.12,Female,Sophomore,3.0-3.4,Hispanic,35640,45-59,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.07,3.108,3,B,9,4,NA,Chemistry,0,20072,1,Sp07,35640,3.5-4.0,1,0,1090,600,490,F,132,MAJOR: CHEMISTRY
20,> 4.0,2.8,Female,Sophomore,2.5-2.9,Non-Resident Alien,35640,45-59,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Non-Resident Alien,1,1,1,2.31,2.759,3,B,9,4.059999943,NA,Philosophy-Pre Law,0,20072,1,Sp07,35640,> 4.0,1,0,NA,NA,NA,F,132,MAJOR: PHILOSOPHY - PRE-LAW OPTION
20,3.5-4.0,3.36,Female,Sophomore,3.0-3.4,Unknown,35640,45-59,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Unknown,1,1,1,2.93,3.262,1,D,3,3.799999952,NA,Music-Music As A Liberal Art,0,20072,0,Sp07,35640,3.5-4.0,0,1,1090,470,620,F,132,MAJOR: MUSIC - MUSIC AS A LIBERAL ART OPTION
19,3.5-4.0,3.1,Female,Sophomore,3.0-3.4,Unknown,35642,45-59,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,Unknown,0,0,1,2.67,3,3,B,9,3.5,NA,Biol-Physiology & Anatomy,0,20072,1,Sp07,35642,3.5-4.0,0,0,1160,590,570,F,46,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
20,3.0-3.4,2.65,Female,Sophomore,2.5-2.9,White,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,2,2.464,3,B,9,3.210000038,NA,Pre-Nursing,0,20072,1,Sp07,35639,3.0-3.4,0,1,900,470,430,F,244,MAJOR: PRE-NURSING
20,2.5-2.9,2.84,Female,Sophomore,2.5-2.9,White,35642,45-59,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,2.35,2.705,2,C,6,2.779999971,NA,Crim-Corrections,0,20072,1,Sp07,35642,2.5-2.9,1,0,1010,520,490,F,46,MAJOR: CRIMINOLOGY - CORRECTIONS OPTION
20,2.5-2.9,2.31,Female,Sophomore,2.0-2.4,White,35640,30-44,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,1,1,1,3.26,2.648,4,A,12,2.630000114,NA,Biol-Physiology & Anatomy,0,20072,1,Sp07,35640,2.5-2.9,0,1,1060,520,540,F,132,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
20,3.0-3.4,2.67,Female,Sophomore,2.5-2.9,White,35640,45-59,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,3.29,2.839,4,A,12,3.450000048,NA,Pre-Psychology,0,20072,1,Sp07,35640,3.0-3.4,0,1,1130,540,590,F,132,MAJOR: PRE-PSYCHOLOGY
20,3.0-3.4,3.44,Female,Sophomore,3.0-3.4,White,35640,45-59,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3.29,3.4,3,B,9,3.4000000950000002,NA,Pre-Psychology,0,20072,1,Sp07,35640,3.0-3.4,0,0,1080,530,550,F,132,MAJOR: PRE-PSYCHOLOGY
19,2.5-2.9,3.34,Female,Sophomore,3.0-3.4,White,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,0,1,3.56,3.4,4,A,12,2.880000114,NA,Undeclared                UGRD,0,20072,1,Sp07,35639,2.5-2.9,0,1,740,350,390,F,244,MAJOR: UNDECLARED
21,> 4.0,3.54,Female,Junior,3.5-4.0,Asian,35640,60-74,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,4,3.636,4,A,12,4.090000153,NA,Biol-Physiology & Anatomy,0,20072,1,Sp07,35640,> 4.0,0,0,1190,620,570,F,132,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
20,3.5-4.0,3.79,Female,Junior,3.5-4.0,Hispanic,35642,60-74,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,1,1,2.88,3.554,3,B,9,3.6500000950000002,NA,Pre-Nursing,0,20072,1,Sp07,35642,3.5-4.0,0,0,1060,490,570,F,46,MAJOR: PRE-NURSING
19,3.5-4.0,3.9,Female,Junior,3.5-4.0,White,35640,60-74,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,NA,1,1,4,3.919,4,A,12,3.920000076,NA,French,0,20072,1,Sp07,35640,3.5-4.0,0,0,1250,610,640,F,132,MAJOR: FRENCH
21,3.0-3.4,1.7,Male,Sophomore,1.5-1.9,Asian,35642,30-44,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,2.94,2.322,3,B,9,3.3099999430000002,NA,Health Sci-Comm Health,0,20072,1,Sp07,35642,3.0-3.4,1,0,1040,550,490,M,46,MAJOR: HEALTH SCIENCE - COMMUNITY HEALTH OPTION
21,3.0-3.4,2.12,Male,Sophomore,2.0-2.4,Unknown,35640,45-59,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Unknown,0,0,1,2.85,2.358,4,A,12,3,NA,Pre-Psychology,0,20072,1,Sp07,35640,3.0-3.4,0,0,1280,670,610,M,132,MAJOR: PRE-PSYCHOLOGY
20,3.5-4.0,3.79,Male,Sophomore,3.5-4.0,White,35640,45-59,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,0,0,1,3.07,3.629,2,C,6,3.9400000569999998,NA,Music-Music As A Liberal Art,0,20072,1,Sp07,35640,3.5-4.0,1,0,1030,560,470,M,132,MAJOR: MUSIC - MUSIC AS A LIBERAL ART OPTION
22,2.5-2.9,1.82,Male,Sophomore,1.5-1.9,White,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,0.54,1.917,0,F,0,2.75,NA,Theatre Arts - General,0,20072,0,Sp07,35639,2.5-2.9,1,1,850,420,430,M,244,MAJOR: THEATRE ARTS
23,Unknown,2.62,Male,Junior,2.5-2.9,Hispanic,35640,75-89,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.39,2.736,4,A,12,NA,NA,Pre-Psychology,0,20072,1,Sp07,35640,Unknown,0,0,NA,NA,NA,M,132,MAJOR: PRE-PSYCHOLOGY
20,3.0-3.4,2.74,Female,Sophomore,2.5-2.9,Hispanic,35640,45-59,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,0,1,1.4,2.422,1,D,3,3.24000001,NA,Crim-Law Enforcement,0,20072,0,Sp07,35640,3.0-3.4,1,1,720,330,390,F,132,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
19,3.0-3.4,3.31,Male,Sophomore,3.0-3.4,Hispanic,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,2.85,3.187,2,C,6,3.049999952,NA,Undeclared                UGRD,0,20072,1,Sp07,35639,3.0-3.4,0,0,1030,550,480,M,244,MAJOR: UNDECLARED
20,2.5-2.9,3.26,Male,Sophomore,3.0-3.4,Pacific Islander,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,Y,Pacific Islander,1,1,1,2.92,3.173,3,B,9,2.950000048,NA,Kinesiology-Exercise Science,0,20072,1,Sp07,35639,2.5-2.9,1,1,880,440,440,M,244,MAJOR: KINESIOLOGY - EXERCISE SCIENCE OPTION
19,3.0-3.4,3.72,Female,Freshman,3.5-4.0,African American,35640,15-29,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,African American,0,0,1,2.31,3.13,2,C,6,3.450000048,NA,Kinesiology-Athletic Training,0,20072,1,Sp07,35640,3.0-3.4,0,1,970,460,510,F,132,MAJOR: KINESIOLOGY - ATHLETIC TRAINING OPTION
19,3.0-3.4,3,Female,Freshman,3.0-3.4,Asian,35640,0-14,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Asian,NA,1,1,2.75,2.875,3,B,9,3.3499999049999998,NA,Pre-Nursing,0,20072,1,Sp07,35640,3.0-3.4,1,0,760,420,340,F,132,MAJOR: PRE-NURSING
20,3.0-3.4,1.78,Female,Freshman,1.5-1.9,Asian,35640,15-29,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,2.75,2.077,3,B,9,3.089999914,NA,Pre-Nursing,0,20072,1,Sp07,35640,3.0-3.4,1,1,790,520,270,F,132,MAJOR: PRE-NURSING
19,3.5-4.0,2.44,Female,Freshman,2.0-2.4,Asian,35639,15-29,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,3,2.897,3,B,9,3.609999895,NA,Undeclared                UGRD,0,20072,1,Sp07,35639,3.5-4.0,0,1,NA,NA,NA,F,244,MAJOR: UNDECLARED
19,3.5-4.0,3.57,Female,Freshman,3.5-4.0,Hispanic,35639,0-14,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,0,1,3.54,3.556,4,A,12,3.7300000190000002,NA,Kinesiology-Athletic Training,0,20072,1,Sp07,35639,3.5-4.0,0,0,1060,500,560,F,244,MAJOR: KINESIOLOGY - ATHLETIC TRAINING OPTION
19,3.0-3.4,2.75,Female,Freshman,2.5-2.9,Hispanic,35640,0-14,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.83,3.4,4,A,12,3.410000086,NA,Pre-Nursing,0,20072,1,Sp07,35640,3.0-3.4,1,1,820,390,430,F,132,MAJOR: PRE-NURSING
19,3.5-4.0,3.6,Female,Freshman,3.5-4.0,Hispanic,35640,15-29,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.4,3.5,3,B,9,3.880000114,NA,Pre-Nursing,0,20072,1,Sp07,35640,3.5-4.0,1,0,970,540,430,F,132,MAJOR: PRE-NURSING
19,3.5-4.0,1.5,Female,Freshman,1.5-1.9,Hispanic,35639,15-29,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,0.67,1.417,2,C,6,3.5999999049999998,NA,Health Sci-Comm Health,0,20072,1,Sp07,35639,3.5-4.0,1,1,NA,NA,NA,F,244,MAJOR: HEALTH SCIENCE - COMMUNITY HEALTH OPTION
20,3.0-3.4,1.83,Female,Freshman,1.5-1.9,Hispanic,35640,15-29,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,0,0.43,1.974,1,D,3,3.130000114,NA,Pre-Nursing,0,20072,0,Sp07,35640,3.0-3.4,1,1,750,400,350,F,132,MAJOR: PRE-NURSING
19,3.0-3.4,1.5,Female,Freshman,1.5-1.9,Hispanic,35640,0-14,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,1,1,0.75,1.615,0,F,0,3,NA,Pre-Nursing,0,20072,0,Sp07,35640,3.0-3.4,1,1,710,360,350,F,132,MAJOR: PRE-NURSING
20,3.0-3.4,1.62,Female,Freshman,1.5-1.9,Hispanic,35639,15-29,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,1,1,0,1.235,0,F,0,3.0199999809999998,NA,Pre-Business,0,20072,0,Sp07,35639,3.0-3.4,1,1,960,500,460,F,244,MAJOR: PRE-BUSINESS
19,> 4.0,3.27,Female,Freshman,3.0-3.4,Hispanic,35640,0-14,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,1,1,3.07,3.154,4,A,12,4.230000019,NA,Chemistry,0,20072,1,Sp07,35640,> 4.0,0,0,870,430,440,F,132,MAJOR: CHEMISTRY
19,3.0-3.4,2.75,Female,Freshman,2.5-2.9,Hispanic,35639,0-14,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3,2.875,4,A,12,3,NA,Pre-Psychology,0,20072,1,Sp07,35639,3.0-3.4,0,1,960,420,540,F,244,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,3.25,Female,Freshman,3.0-3.4,Hispanic,35639,0-14,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.85,3.04,3,B,9,3.619999886,NA,Pre-Psychology,0,20072,1,Sp07,35639,3.5-4.0,1,1,930,460,470,F,244,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,3.58,Female,Freshman,3.5-4.0,Hispanic,35642,0-14,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,3.4,3.481,3,B,9,3.829999924,NA,Pre-Psychology,0,20072,1,Sp07,35642,3.5-4.0,0,0,950,430,520,F,46,MAJOR: PRE-PSYCHOLOGY
18,3.5-4.0,4,Female,Freshman,3.5-4.0,Pacific Islander,35640,15-29,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Pacific Islander,1,1,1,4,4,4,A,12,3.779999971,NA,Pre-Psychology,0,20072,1,Sp07,35640,3.5-4.0,0,1,1030,460,570,F,132,MAJOR: PRE-PSYCHOLOGY
19,3.0-3.4,3.8,Female,Freshman,3.5-4.0,Unknown,35639,15-29,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Unknown,1,0,1,3.83,3.818,4,A,12,3.369999886,NA,Health Sci-Health Admin,0,20072,1,Sp07,35639,3.0-3.4,0,0,1140,570,570,F,244,MAJOR: HEALTH SCIENCE - HEALTH ADMIN OPTION
19,3.5-4.0,4,Female,Freshman,3.5-4.0,Unknown,35639,0-14,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Unknown,1,1,1,4,4,4,A,12,4,NA,Pre-Occupational Therapy,0,20072,1,Sp07,35639,3.5-4.0,0,0,1210,550,660,F,244,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-OCCUPATIONAL THERAPY OPTION
18,3.0-3.4,3.17,Female,Freshman,3.0-3.4,Unknown,35642,15-29,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,Unknown,0,1,1,3,3.077,3,B,9,3.4400000569999998,NA,Pre-Psychology,0,20072,1,Sp07,35642,3.0-3.4,0,0,1130,450,680,F,46,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,3.4,Female,Freshman,3.0-3.4,White,35639,15-29,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,1,1,1,3.4,3.4,4,A,12,3.960000038,NA,Communication,0,20072,1,Sp07,35639,3.5-4.0,0,1,1000,510,490,F,244,MAJOR: COMMUNICATION
19,2.5-2.9,3,Female,Freshman,3.0-3.4,White,35640,0-14,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,2.67,2.857,3,B,9,2.960000038,NA,English,0,20072,1,Sp07,35640,2.5-2.9,0,1,860,420,440,F,132,MAJOR: ENGLISH
19,3.5-4.0,3.75,Female,Freshman,3.5-4.0,White,35642,15-29,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3.75,3.75,3,B,9,4,NA,Theatre Arts - Acting,0,20072,1,Sp07,35642,3.5-4.0,0,0,1170,570,600,F,46,MAJOR: THEATRE ARTS
19,3.0-3.4,4,Female,Freshman,3.5-4.0,White,35640,15-29,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3.82,3.903,4,A,12,3.0999999049999998,NA,Kinesiology-Physical Ed,0,20072,1,Sp07,35640,3.0-3.4,0,1,1020,460,560,F,132,MAJOR: KINESIOLOGY - PHYSICAL EDUCATION OPTION
19,3.0-3.4,2.95,Female,Freshman,2.5-2.9,White,35639,15-29,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3.33,3.067,3,B,9,3.220000029,NA,Kinesiology-Athletic Training,0,20072,1,Sp07,35639,3.0-3.4,0,1,1040,450,590,F,244,MAJOR: KINESIOLOGY - ATHLETIC TRAINING OPTION
19,3.0-3.4,2.8,Female,Freshman,2.5-2.9,White,35640,15-29,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,2.83,3.042,3,B,9,3.25999999,NA,Pre-Physical Therapy,0,20072,1,Sp07,35640,3.0-3.4,1,0,1030,560,470,F,132,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
19,3.0-3.4,1.83,Female,Freshman,1.5-1.9,White,35642,0-14,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,White,NA,1,1,NA,NA,NA,W,0,3.079999924,NA,Pre-Nursing,0,20072,NA,Sp07,35642,3.0-3.4,1,1,720,360,360,F,46,MAJOR: PRE-NURSING
20,> 4.0,4,Female,Freshman,3.5-4.0,White,35642,15-29,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,White,0,0,1,4,4,4,A,12,4.300000191,NA,Pre-Business,0,20072,1,Sp07,35642,> 4.0,0,0,1160,580,580,F,46,MAJOR: PRE-BUSINESS
19,3.0-3.4,3.5,Female,Freshman,3.5-4.0,White,35639,0-14,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3,3.25,3,B,9,3.1500000950000002,NA,Pre-Business,0,20072,1,Sp07,35639,3.0-3.4,1,1,880,440,440,F,244,MAJOR: PRE-BUSINESS
19,2.5-2.9,2.4,Female,Freshman,2.0-2.4,White,35640,15-29,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3.25,2.778,3,B,9,2.6500000950000002,NA,Pre-Business,0,20072,1,Sp07,35640,2.5-2.9,1,1,800,410,390,F,132,MAJOR: PRE-BUSINESS
19,2.5-2.9,3,Female,Freshman,3.0-3.4,White,35639,15-29,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,2.33,2.75,1,D,3,2.9400000569999998,NA,Pre-Business,0,20072,0,Sp07,35639,2.5-2.9,1,1,840,400,440,F,244,MAJOR: PRE-BUSINESS
19,3.5-4.0,2.08,Female,Freshman,2.0-2.4,White,35639,0-14,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,3.75,3.684,4,A,12,3.670000076,NA,Chemistry,0,20072,1,Sp07,35639,3.5-4.0,1,1,840,350,490,F,244,MAJOR: CHEMISTRY
18,> 4.0,4,Female,Freshman,3.5-4.0,White,35642,15-29,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,3.08,3.571,3,B,9,4.0399999619999996,NA,Biol-Physiology & Anatomy,0,20072,1,Sp07,35642,> 4.0,0,0,1030,530,500,F,46,MAJOR: BIOLOGY - PHYSIOLOGY AND ANATOMY OPTION
19,3.5-4.0,2.64,Female,Freshman,2.5-2.9,White,35640,15-29,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,NA,1,1,3.2,2.865,3,B,9,3.799999952,NA,Pre-Psychology,0,20072,1,Sp07,35640,3.5-4.0,1,0,580,580,NA,F,132,MAJOR: PRE-PSYCHOLOGY
18,3.5-4.0,2.69,Female,Freshman,2.5-2.9,White,35639,0-14,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,2.5,2.607,3,B,9,3.5,NA,Liberal Studies-Blended Pgm,0,20072,1,Sp07,35639,3.5-4.0,0,0,1120,530,590,F,244,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
19,3.5-4.0,3,Female,Freshman,3.0-3.4,White,35639,15-29,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3.5,3.154,3,B,9,3.890000105,NA,Undeclared                UGRD,0,20072,1,Sp07,35639,3.5-4.0,1,0,740,400,340,F,244,MAJOR: UNDECLARED
19,3.5-4.0,3.61,Female,Freshman,3.5-4.0,White,35639,15-29,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,NA,1,1,2,3.057,2,C,6,3.910000086,NA,Undeclared                UGRD,0,20072,1,Sp07,35639,3.5-4.0,0,0,1360,650,710,F,244,MAJOR: UNDECLARED
19,3.0-3.4,3,Female,Freshman,3.0-3.4,White,35639,0-14,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,2,2.5,1,D,3,3.089999914,NA,Undeclared                UGRD,0,20072,0,Sp07,35639,3.0-3.4,0,1,940,460,480,F,244,MAJOR: UNDECLARED
20,3.0-3.4,3.39,Female,Sophomore,3.0-3.4,African American,35640,30-44,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,African American,1,0,1,3,3.294,4,A,12,3,NA,Pre-Nursing,0,20072,1,Sp07,35640,3.0-3.4,1,0,780,390,390,F,132,MAJOR: PRE-NURSING
20,> 4.0,3.63,Female,Sophomore,3.5-4.0,Asian,35639,45-59,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,4,3.741,4,A,12,4.0399999619999996,NA,Kinesiology-Athletic Training,0,20072,1,Sp07,35639,> 4.0,0,0,1140,590,550,F,244,MAJOR: KINESIOLOGY - ATHLETIC TRAINING OPTION
20,2.5-2.9,2.76,Female,Sophomore,2.5-2.9,Asian,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Asian,1,0,1,3.59,2.984,4,A,12,2.529999971,NA,Pre-Physical Therapy,0,20072,1,Sp07,35639,2.5-2.9,0,0,1030,570,460,F,244,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
20,3.0-3.4,2.77,Female,Sophomore,2.5-2.9,Asian,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Asian,NA,0,1,2.54,2.951,3,B,9,3.450000048,NA,Kinesiology-Athletic Training,0,20072,1,Sp07,35639,3.0-3.4,0,1,880,400,480,F,244,MAJOR: KINESIOLOGY - ATHLETIC TRAINING OPTION
20,3.5-4.0,2.3,Female,Sophomore,2.0-2.4,Hispanic,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1.4,2.179,1,D,3,3.579999924,NA,Pre-Physical Therapy,0,20072,0,Sp07,35639,3.5-4.0,0,1,940,460,480,F,244,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
19,3.0-3.4,3,Female,Sophomore,3.0-3.4,Hispanic,35639,45-59,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.36,3.229,3,B,9,3.180000067,NA,Crim-Victimology,0,20072,1,Sp07,35639,3.0-3.4,1,1,730,420,310,F,244,MAJOR: CRIMINOLOGY - VICTIMOLOGY OPTION
20,3.5-4.0,3.06,Female,Sophomore,3.0-3.4,Hispanic,35640,30-44,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,NA,1,1,2.69,2.958,3,B,9,3.829999924,NA,Pre-Business,0,20072,1,Sp07,35640,3.5-4.0,1,1,960,500,460,F,132,MAJOR: PRE-BUSINESS
20,3.0-3.4,2.3,Female,Sophomore,2.0-2.4,Hispanic,35640,30-44,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.4,2.462,0,F,0,3.4000000950000002,NA,Pre-Business,0,20072,0,Sp07,35640,3.0-3.4,1,1,790,380,410,F,132,MAJOR: PRE-BUSINESS
20,3.0-3.4,2.94,Female,Sophomore,2.5-2.9,Hispanic,35640,30-44,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.5,3.023,2,C,6,3.200000048,NA,Pre-Psychology,0,20072,1,Sp07,35640,3.0-3.4,1,1,NA,NA,NA,F,132,MAJOR: PRE-PSYCHOLOGY
20,3.0-3.4,2.64,Female,Sophomore,2.5-2.9,Hispanic,35640,30-44,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.2,2.5,3,B,9,3,NA,Liberal Studies-Blended Pgm,0,20072,1,Sp07,35640,3.0-3.4,1,1,880,460,420,F,132,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
20,2.5-2.9,2.25,Female,Sophomore,2.0-2.4,Hispanic,35640,30-44,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2,2.429,2,C,6,2.779999971,NA,Undeclared                UGRD,0,20072,1,Sp07,35640,2.5-2.9,0,1,1000,490,510,F,132,MAJOR: UNDECLARED
20,3.0-3.4,2.93,Female,Sophomore,2.5-2.9,White,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,0,1,3.29,3.034,4,A,12,3.289999962,NA,Kinesiology-Physical Ed,0,20072,1,Sp07,35639,3.0-3.4,0,0,980,520,460,F,244,MAJOR: KINESIOLOGY - PHYSICAL EDUCATION OPTION
20,3.0-3.4,2.58,Female,Sophomore,2.5-2.9,White,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3.54,3.022,3,B,9,3.25999999,NA,Kinesiology-General Kines,0,20072,1,Sp07,35639,3.0-3.4,0,1,850,360,490,F,244,MAJOR: KINESIOLOGY - GENERAL KINESIOLOGY OPTION
20,3.0-3.4,2.89,Female,Sophomore,2.5-2.9,White,35640,30-44,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,1,1,1,2.67,2.841,3,B,9,3.319999933,NA,Kinesiology-Athletic Training,0,20072,1,Sp07,35640,3.0-3.4,1,1,910,450,460,F,132,MAJOR: KINESIOLOGY - ATHLETIC TRAINING OPTION
20,3.0-3.4,2.23,Female,Sophomore,2.0-2.4,White,35639,30-44,Continuing,10,35639,E,Not,Psychology,PSYCH 10,1,N,White,1,1,1,3.4,2.58,3,B,9,3.119999886,NA,Pre-Physical Therapy,0,20072,1,Sp07,35639,3.0-3.4,0,1,950,440,510,F,244,MAJOR: INTERDISCIPLINARY HEALTH AND REHABILITATION SCIENCES - PRE-PHYSICAL THERAPY OPTION
20,2.5-2.9,3.65,Female,Sophomore,3.5-4.0,White,35640,30-44,Continuing,10,35640,E,Not,Psychology,PSYCH 10,1,N,White,0,0,1,2.85,3.464,3,B,9,2.930000067,NA,Pre-Nursing,0,20072,1,Sp07,35640,2.5-2.9,1,1,750,380,370,F,132,MAJOR: PRE-NURSING
20,3.0-3.4,2.22,Female,Sophomore,2.0-2.4,White,35642,30-44,Continuing,10,35642,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,2,2.535,3,B,9,3.130000114,NA,Pre-Nursing,0,20072,1,Sp07,35642,3.0-3.4,0,1,870,420,450,F,46,MAJOR: PRE-NURSING
