AGE,HS_GPA,Cum_GPA,Comp_sex,comp_lev,Cum GPA BOT group,Ethnicity,CrsHierarchy,Cum Units BOT group,comp_enrol,CatalogNum,Course Number,Class Type,Comp Pell,CourseDpt,Course,ENR_STATUS,EOP_STATUS,ETH_WASC,FGS_all,FresnoSArea,FullTime,GPA_T1,GPAcum_T1,GradeNum,Grade,Grd Points,HSGPA,INSTI_NAME,LCOM Group,MajorDesc,PELL_Recipient,PERIOD,Pass,Semester,Course Number,Profile 2,RemEngl,RemMath,SAT_COMP,SAT_MATH,SAT_VERB,SEX,Tot Enrl,Transcript Description
22,2.5-2.9,2.71,Male,Senior,2.5-2.9,Hispanic,34866,90-104,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,1,1,2.69,2.703,0,F,0,2.599999905,Bullard High,,Music-Music As A Liberal Art,0,20132,0,Sp13,34866,2.5-2.9,0,0,1110,570,540,M,256,MAJOR: MUSIC - MUSIC AS A LIBERAL ART OPTION
20,2.0-2.4,1.69,Female,Freshman,1.5-1.9,Hispanic,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,0.8,1.386,0,F,0,2.470000029,Dinuba High,,Crim-Forensic Behavioral Scien,0,20132,0,Sp13,34867,2.0-2.4,1,0,920,470,450,F,257,CRIMINOLOGY - FORENSIC BEHAVIORAL SCIENCES
20,3.0-3.4,1.86,Female,Sophomore,1.5-1.9,African American,34867,30-44,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,African American,1,0,0,0,1.733,0,F,0,3,Sierra High,,Crim-Forensic Behavioral Scien,0,20132,0,Sp13,34867,3.0-3.4,0,1,940,460,480,F,257,CRIMINOLOGY - FORENSIC BEHAVIORAL SCIENCES
20,3.0-3.4,2.59,Female,Sophomore,2.5-2.9,Asian,34866,30-44,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,Y,Asian,1,1,1,1.25,2.227,1,D,3,3.450000048,Edison High,,Pre-Nursing,0,20132,0,Sp13,34866,3.0-3.4,1,1,,,,F,256,MAJOR: PRE-NURSING
20,3.0-3.4,3.53,Female,Sophomore,3.5-4.0,Hispanic,34867,30-44,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,2.92,3.362,3,B,9,3.309999943,Sanger High,,Crim-Forensic Behavioral Scien,0,20132,1,Sp13,34867,3.0-3.4,0,1,950,410,540,F,257,CRIMINOLOGY - FORENSIC BEHAVIORAL SCIENCES
20,2.0-2.4,2.75,Female,Sophomore,2.5-2.9,Hispanic,34867,30-44,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,1.67,2.455,1,D,3,2.430000067,Edison High,,Undeclared                UGRD,0,20132,0,Sp13,34867,2.0-2.4,1,1,,,,F,257,MAJOR: UNDECLARED
20,3.0-3.4,3.02,Female,Sophomore,3.0-3.4,White,34867,45-59,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,2.6,2.912,2,C,6,3.289999962,Poway High,,Pre-Nursing,0,20132,1,Sp13,34867,3.0-3.4,0,0,1180,590,590,F,257,MAJOR: PRE-NURSING
19,3.5-4.0,3.5,Male,Freshman,3.5-4.0,Hispanic,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.6,3.556,4,A,12,3.599999905,Granite Hills High,,Pre-Nursing,0,20132,1,Sp13,34867,3.5-4.0,0,0,990,560,430,M,257,MAJOR: PRE-NURSING
19,3.0-3.4,2.69,Male,Freshman,2.5-2.9,Hispanic,34866,15-29,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,1,1,2,2.346,1,D,3,3,Strathmore High,,Biology,0,20132,0,Sp13,34866,3.0-3.4,1,0,960,490,470,M,256,MAJOR: BIOLOGY
20,3.0-3.4,2.56,Male,Sophomore,2.5-2.9,White,34866,30-44,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,White,1,0,1,1.53,2.382,1,D,3,3.089999914,Valley Christian High,,Pre-Business,0,20132,0,Sp13,34866,3.0-3.4,0,0,1010,570,440,M,256,MAJOR: PRE-BUSINESS
19,3.0-3.4,2.75,Male,Freshman,2.5-2.9,Hispanic,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2.5,2.625,2,C,6,3.089999914,Riverdale High,,Crim-Law Enforcement,0,20132,1,Sp13,34866,3.0-3.4,1,1,680,350,330,M,256,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
19,2.5-2.9,3,Male,Freshman,3.0-3.4,White,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,White,0,0,1,1.67,2.333,0,F,0,2.650000095,West (Merrill F.) High,,Crim-Law Enforcement,0,20132,0,Sp13,34866,2.5-2.9,1,1,790,430,360,M,256,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
21,3.0-3.4,3.03,Male,Junior,3.0-3.4,Asian,34866,60-74,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,0,2.514,0,F,0,3.119999886,Clovis West High,,Civil Engineering,0,20132,0,Sp13,34866,3.0-3.4,1,0,940,520,420,M,256,MAJOR: CIVIL ENGINEERING
19,3.0-3.4,3,Male,Freshman,3.0-3.4,Asian,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Asian,1,1,1,1,2.143,0,F,0,3.319999933,Duncan (Erma) Polytechnical High,,Crim-Law Enforcement,0,20132,0,Sp13,34867,3.0-3.4,1,1,780,420,360,M,257,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
19,3.0-3.4,1.9,Male,Freshman,1.5-1.9,Asian,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,3,2.5,1,D,3,3.039999962,Central High East Campus,,Mechanical Engineering,0,20132,0,Sp13,34867,3.0-3.4,1,1,730,390,340,M,257,MAJOR: MECHANICAL ENGINEERING
19,2.5-2.9,3.5,Female,Freshman,3.5-4.0,Asian,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,3,3.167,3,B,9,2.559999943,Edison High,,Pre-Psychology,0,20132,1,Sp13,34866,2.5-2.9,0,1,830,400,430,F,256,MAJOR: PRE-PSYCHOLOGY
19,2.5-2.9,3,Female,Freshman,3.0-3.4,Asian,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,3,3,3,B,9,2.950000048,Lemoore High,,Undeclared                UGRD,0,20132,1,Sp13,34867,2.5-2.9,1,1,760,360,400,F,257,MAJOR: UNDECLARED
19,3.5-4.0,2.33,Female,Freshman,2.0-2.4,Asian,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,1.75,2,0,F,0,3.789999962,Roosevelt High,,Undeclared                UGRD,0,20132,0,Sp13,34866,3.5-4.0,1,0,,,,F,256,MAJOR: UNDECLARED
19,2.5-2.9,3,Female,Freshman,3.0-3.4,Hispanic,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,1,1,1.5,2.25,3,B,9,2.75,Clovis West High,,Pre-Nursing,0,20132,1,Sp13,34866,2.5-2.9,1,1,970,500,470,F,256,MAJOR: PRE-NURSING
19,3.0-3.4,3.25,Female,Freshman,3.0-3.4,Hispanic,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,2,2.714,2,C,6,3,Sunnyside High,,Child Development,0,20132,1,Sp13,34866,3.0-3.4,1,1,,,,F,256,MAJOR: CHILD DEVELOPMENT
19,3.0-3.4,0,Male,Freshman,0.0-.4,Hispanic,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,0,0,0,F,0,3.299999952,Dinuba High,,Undeclared                UGRD,0,20132,0,Sp13,34867,3.0-3.4,0,0,1110,590,520,M,257,MAJOR: UNDECLARED
20,2.5-2.9,2.56,Male,Sophomore,2.5-2.9,Asian,34866,30-44,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,1.5,2.231,1,D,3,2.769999981,El Diamante High School,,Health Sci-Health Admin,0,20132,0,Sp13,34866,2.5-2.9,1,1,780,410,370,M,256,MAJOR: HEALTH SCIENCE - HEALTH ADMIN OPTION
20,3.0-3.4,3.38,Male,Sophomore,3.0-3.4,Unknown,34867,30-44,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Unknown,1,1,1,4,3.543,4,A,12,3.460000038,Fowler High,,Undeclared                UGRD,0,20132,1,Sp13,34867,3.0-3.4,1,1,950,460,490,M,257,MAJOR: UNDECLARED
20,3.5-4.0,3.6,Female,Sophomore,3.5-4.0,Hispanic,34867,45-59,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,2.6,3.327,1,D,3,3.710000038,Kerman High,,*M Comm & Journ-Broadcst Journ,0,20132,0,Sp13,34867,3.5-4.0,1,1,,,,F,257,MAJOR: MASS COMMUNICATION AND JOURNALISM - BROADCAST JOURNALISM OPTION
19,3.0-3.4,1,Female,Freshman,1.0-1.4,Hispanic,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,0,0.667,0,F,0,3.049999952,Hallmark Charter,,M Comm & Journ-Journalism,0,20132,0,Sp13,34867,3.0-3.4,1,1,760,310,450,F,257,MAJOR: MASS COMMUNICATION AND JOURNALISM - JOURNALISM OPTION
20,2.0-2.4,2.33,Female,Freshman,2.0-2.4,Hispanic,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3,2.75,2,C,6,2,Kingsburg High,,Pre-Nursing,0,20132,1,Sp13,34867,2.0-2.4,1,1,620,330,290,F,257,MAJOR: PRE-NURSING
20,Unknown,,Female,Junior,,Non-Resident Alien,34866,60-74,Transfer,10,34866,E,Not,Psychology,PSYCH 10,4,N,Non-Resident Alien,,0,1,2,2,1,D,3,,Japan,,Pre-Psychology,0,20132,0,Sp13,34866,Unknown,0,0,,,,F,256,MAJOR: PRE-PSYCHOLOGY
19,3.5-4.0,3.27,Male,Freshman,3.0-3.4,Asian,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,Y,Asian,1,1,1,2.54,2.875,1,D,3,3.799999952,Edison High,,Chemistry,0,20132,0,Sp13,34866,3.5-4.0,1,0,970,560,410,M,256,MAJOR: CHEMISTRY
19,3.0-3.4,1.67,Male,Freshman,1.5-1.9,Hispanic,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,0,0,1,0,F,0,3.170000076,Sanger High,,Pre-Nursing,0,20132,0,Sp13,34867,3.0-3.4,1,0,940,510,430,M,257,MAJOR: PRE-NURSING
21,3.5-4.0,2.83,Male,Junior,2.5-2.9,Hispanic,34866,60-74,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,2.8,2.824,2,C,6,3.890000105,Alisal High,,Kinesiology-Physical Ed Cred,0,20132,1,Sp13,34866,3.5-4.0,1,0,880,490,390,M,256,MAJOR: KINESIOLOGY - PHYSICAL EDUCATION OPTION
19,> 4.0,4,Female,Freshman,3.5-4.0,Hispanic,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.8,3.889,4,A,12,4.360000134,Orange Grove High School,,Pre-Nursing,0,20132,1,Sp13,34867,> 4.0,1,0,780,350,430,F,257,MAJOR: PRE-NURSING
19,3.0-3.4,2,Male,Freshman,2.0-2.4,Asian,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,2.5,2.333,0,F,0,3.420000076,Clovis East High,,Chemistry,0,20132,0,Sp13,34867,3.0-3.4,1,1,790,430,360,M,257,MAJOR: CHEMISTRY
20,2.5-2.9,2.77,Male,Freshman,2.5-2.9,Unknown,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Unknown,1,1,1,0,1.44,0,F,0,2.809999943,Duncan (Erma) Polytechnical High,,Pre-Nursing,0,20132,0,Sp13,34867,2.5-2.9,0,0,940,460,480,M,257,MAJOR: PRE-NURSING
20,3.5-4.0,3.39,Female,Freshman,3.0-3.4,Asian,34866,15-29,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,3.6,3.5,3,B,9,3.819999933,Buchanan High,,Biology,0,20132,1,Sp13,34866,3.5-4.0,1,0,,,,F,256,MAJOR: BIOLOGY
19,3.5-4.0,4,Female,Freshman,3.5-4.0,Hispanic,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.2,3.429,3,B,9,3.710000038,Edison High,,Kinesiology-Exercise Science,0,20132,1,Sp13,34866,3.5-4.0,0,1,720,320,400,F,256,MAJOR: KINESIOLOGY - EXERCISE SCIENCE OPTION
22,2.0-2.4,1.97,Female,Senior,1.5-1.9,Hispanic,34867,90-104,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.25,2.204,3,B,9,2.269999981,Fresno City College,,Sociology,0,20132,1,Sp13,34867,2.0-2.4,0,0,,,,F,257,MAJOR: SOCIOLOGY
19,2.5-2.9,0,Female,Freshman,0.0-.4,Hispanic,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,0,0,0,0,F,0,2.819999933,Roosevelt High,,Liberal Studies-Blended Pgm,0,20132,0,Sp13,34867,2.5-2.9,1,1,,,,F,257,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
19,2.5-2.9,2.31,Female,Freshman,2.0-2.4,African American,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,African American,1,0,1,2.14,2.222,1,D,3,2.75,Liberty High,,Biology,0,20132,0,Sp13,34866,2.5-2.9,1,0,770,440,330,F,256,MAJOR: BIOLOGY
20,2.0-2.4,3.27,Female,Sophomore,3.0-3.4,Non-Resident Alien,34866,45-59,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Non-Resident Alien,1,0,1,2.88,3.176,1,D,3,2,Australia,,M Comm & Journ-Journalism,0,20132,0,Sp13,34866,2.0-2.4,0,1,1060,480,580,F,256,MAJOR: MASS COMMUNICATION AND JOURNALISM - JOURNALISM OPTION
19,3.5-4.0,2.5,Male,Freshman,2.5-2.9,Asian,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,2.5,2.5,0,F,0,3.75,Redwood High,,Biology,0,20132,0,Sp13,34867,3.5-4.0,1,1,830,440,390,M,257,MAJOR: BIOLOGY
25,3.0-3.4,2.25,Male,Freshman,2.0-2.4,Unknown,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Unknown,1,1,1,2.75,2.636,1,D,3,3.359999895,Clovis East High,,*M Comm & Journ-Digital Media,0,20132,0,Sp13,34867,3.0-3.4,0,1,,,,M,257,MAJOR: MASS COMMUNICATION AND JOURNALISM - DIGITAL MEDIA OPTION
19,3.5-4.0,2.33,Male,Freshman,2.0-2.4,Asian,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,1.5,1.857,0,F,0,3.599999905,McLane High,,Undeclared                UGRD,0,20132,0,Sp13,34866,3.5-4.0,1,1,720,360,360,M,256,MAJOR: UNDECLARED
22,3.0-3.4,3.03,Female,Senior,3.0-3.4,White,34866,90-104,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3.4,3.155,2,C,6,3.150000095,Lemoore High,,Communication,0,20132,1,Sp13,34866,3.0-3.4,1,0,970,540,430,F,256,MAJOR: COMMUNICATION
19,3.5-4.0,3,Male,Freshman,3.0-3.4,Non-Resident Alien,34866,15-29,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Non-Resident Alien,1,1,1,3,3,2,C,6,4,Mendota High,,Mechanical Engineering,0,20132,1,Sp13,34866,3.5-4.0,1,0,930,520,410,M,256,MAJOR: MECHANICAL ENGINEERING
19,3.5-4.0,3.5,Female,Freshman,3.5-4.0,Asian,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Asian,0,0,1,3.63,3.571,3,B,9,3.859999895,Mira Monte High,,Food & Nutr Sciences-Diet & Fd,0,20132,1,Sp13,34867,3.5-4.0,1,0,940,490,450,F,257,MAJOR: FOOD AND NUTRITIONAL SCIENCES - DIETETICS AND FOOD ADMINISTRATION OPTION
20,3.5-4.0,2.25,Female,Freshman,2.0-2.4,Asian,34866,15-29,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,1.5,1.929,2,C,6,3.680000067,Sunnyside High,,Undeclared                UGRD,0,20132,1,Sp13,34866,3.5-4.0,0,1,850,370,480,F,256,MAJOR: UNDECLARED
20,3.0-3.4,3,Male,Sophomore,3.0-3.4,Asian,34866,30-44,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,3.4,3.125,3,B,9,3.329999924,El Diamante High School,,Crim-Law Enforcement,0,20132,1,Sp13,34866,3.0-3.4,1,1,920,460,460,M,256,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
21,2.5-2.9,1.83,Male,Sophomore,1.5-1.9,Hispanic,34867,30-44,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,0.23,1.481,0,F,0,2.910000086,Central High East Campus,,Undeclared                UGRD,0,20132,0,Sp13,34867,2.5-2.9,1,1,900,510,390,M,257,MAJOR: UNDECLARED
19,3.0-3.4,1,Female,Freshman,1.0-1.4,Hispanic,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,0.62,0.8,0,F,0,3.089999914,Kerman High,,Chemistry,0,20132,0,Sp13,34867,3.0-3.4,0,0,634,254,380,F,257,MAJOR: CHEMISTRY
19,3.5-4.0,1.8,Female,Freshman,1.5-1.9,Two or More,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Two or More,0,1,1,2,1.909,1,D,3,3.799999952,Edison High,,Biology,0,20132,0,Sp13,34867,3.5-4.0,0,0,960,460,500,F,257,MAJOR: BIOLOGY
19,3.5-4.0,3.13,Female,Freshman,3.0-3.4,Two or More,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Two or More,1,1,1,3.75,3.407,3,B,9,3.700000048,Kingsburg High,,Chemistry,0,20132,1,Sp13,34867,3.5-4.0,0,0,1010,520,490,F,257,MAJOR: CHEMISTRY
19,3.0-3.4,2.2,Female,Freshman,2.0-2.4,Asian,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,1.13,1.821,0,F,0,3.039999962,Clovis West High,,Biology,0,20132,0,Sp13,34866,3.0-3.4,1,0,790,410,380,F,256,MAJOR: BIOLOGY
20,3.5-4.0,3.27,Male,Junior,3.0-3.4,Asian,34866,75-89,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,,1,1,4,3.417,4,A,12,3.630000114,University High,,Biology,0,20132,1,Sp13,34866,3.5-4.0,0,0,1140,580,560,M,256,MAJOR: BIOLOGY
19,3.0-3.4,2.47,Female,Freshman,2.0-2.4,Hispanic,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,0,1,1,3.2,2.833,2,C,6,3.359999895,Selma High,,Undeclared                UGRD,0,20132,1,Sp13,34867,3.0-3.4,0,0,950,480,470,F,257,MAJOR: UNDECLARED
19,3.0-3.4,3.8,Female,Freshman,3.5-4.0,White,34866,15-29,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,3.75,3.778,4,A,12,3.099999905,Buchanan High,,Undeclared                UGRD,0,20132,1,Sp13,34866,3.0-3.4,0,0,1000,510,490,F,256,MAJOR: UNDECLARED
18,3.5-4.0,2.33,Female,Freshman,2.0-2.4,Asian,34866,0-14,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Asian,0,0,1,3.5,3.111,2,C,6,3.619999886,Cesar Chavez High,,Pre-Nursing,0,20132,1,Sp13,34866,3.5-4.0,1,1,790,420,370,F,256,MAJOR: PRE-NURSING
21,3.0-3.4,3,Male,Freshman,3.0-3.4,White,34866,15-29,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,White,1,1,1,2,2.636,2,C,6,3.25,Clovis High,,Pre-Nursing,0,20132,1,Sp13,34866,3.0-3.4,1,1,,,,M,256,MAJOR: PRE-NURSING
19,3.0-3.4,0.5,Female,Freshman,0.5-0.9,Asian,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,2.5,1.571,1,D,3,3.329999924,Mission Oak High,,Crim-Law Enforcement,0,20132,0,Sp13,34867,3.0-3.4,1,1,840,470,370,F,257,MAJOR: CRIMINOLOGY - LAW ENFORCEMENT OPTION
20,2.5-2.9,1.8,Female,Freshman,1.5-1.9,White,34866,15-29,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,White,0,1,1,0.71,1.561,0,F,0,2.569999933,Clovis High,,Kinesiology-Exercise Science,0,20132,0,Sp13,34866,2.5-2.9,0,1,870,420,450,F,256,MAJOR: KINESIOLOGY - EXERCISE SCIENCE OPTION
20,2.5-2.9,2.11,Female,Sophomore,2.0-2.4,Hispanic,34866,30-44,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,0.31,1.537,0,F,0,2.75,Herbert Hoover High,,Undeclared                UGRD,0,20132,0,Sp13,34866,2.5-2.9,1,1,770,380,390,F,256,MAJOR: UNDECLARED
19,3.0-3.4,2,Male,Freshman,2.0-2.4,Hispanic,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,1.5,1.75,2,C,6,3.25,Edison High,,Pre-Nursing,0,20132,1,Sp13,34867,3.0-3.4,0,0,,,,M,257,MAJOR: PRE-NURSING
19,2.5-2.9,2.87,Male,Freshman,2.5-2.9,Hispanic,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,2.6,2.733,1,D,3,2.809999943,Shafter High,,Kinesiology-Exercise Science,0,20132,0,Sp13,34867,2.5-2.9,1,0,900,500,400,M,257,MAJOR: KINESIOLOGY - EXERCISE SCIENCE OPTION
19,3.0-3.4,3.67,Female,Freshman,3.5-4.0,Hispanic,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,0,1,2.4,2.875,1,D,3,3.319999933,Delano High,,Pre-Nursing,0,20132,0,Sp13,34867,3.0-3.4,0,0,860,460,400,F,257,MAJOR: PRE-NURSING
20,3.0-3.4,2,Female,Freshman,2.0-2.4,White,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,White,1,1,1,2.67,2.4,1,D,3,3.400000095,Dinuba High,,Crim-Forensic Behavioral Scien,0,20132,0,Sp13,34867,3.0-3.4,1,1,,,,F,257,CRIMINOLOGY - FORENSIC BEHAVIORAL SCIENCES
20,2.5-2.9,2.97,Female,Sophomore,2.5-2.9,Hispanic,34867,30-44,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,1.75,2.686,2,C,6,2.960000038,Sunnyside High,,Liberal Studies-Blended Pgm,0,20132,1,Sp13,34867,2.5-2.9,1,1,,,,F,257,MAJOR: LIBERAL STUDIES - BLENDED PROGRAM
19,3.0-3.4,0.33,Female,Freshman,0.0-.4,Asian,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Asian,0,1,1,0.67,0.5,0,F,0,3.029999971,Clovis East High,,Pre-Nursing,0,20132,0,Sp13,34867,3.0-3.4,1,1,790,370,420,F,257,MAJOR: PRE-NURSING
20,2.0-2.4,3.17,Female,Freshman,3.0-3.4,Non-Resident Alien,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Non-Resident Alien,0,0,1,3.67,3.417,2,C,6,2.269999981,Australia,,Pre-Psychology,0,20132,1,Sp13,34867,2.0-2.4,0,0,1220,640,580,F,257,MAJOR: PRE-PSYCHOLOGY
18,Unknown,,Female,Freshman,,African American,34867,15-29,Transitory,10,34867,E,Not,Psychology,PSYCH 10,6,N,African American,,1,0,3,3.476,3,B,9,,University High,,University High School,0,20132,1,Sp13,34867,Unknown,0,0,1150,580,570,F,257,UNIVERSITY HIGH SCHOOL SPECIAL ENROLLMENT
18,Unknown,,Female,Freshman,,Hispanic,34867,15-29,Transitory,10,34867,E,Not,Psychology,PSYCH 10,6,N,Hispanic,,1,0,3.5,2.667,3,B,9,,University High,,University High School,0,20132,1,Sp13,34867,Unknown,0,0,1070,480,590,F,257,UNIVERSITY HIGH SCHOOL SPECIAL ENROLLMENT
18,Unknown,,Female,Freshman,,White,34867,15-29,Transitory,10,34867,E,Not,Psychology,PSYCH 10,6,N,White,,1,0,4,4,4,A,12,,University High,,University High School,0,20132,1,Sp13,34867,Unknown,0,0,1370,710,660,F,257,UNIVERSITY HIGH SCHOOL SPECIAL ENROLLMENT
20,2.5-2.9,2.09,Female,Sophomore,2.0-2.4,White,34866,30-44,Continuing,10,34866,E,Not,Psychology,PSYCH 10,1,N,White,1,1,1,1.4,1.936,2,C,6,2.75,Clovis North High,,*Kinesiology-Athletic Training,0,20132,1,Sp13,34866,2.5-2.9,0,1,870,380,490,F,256,MAJOR: KINESIOLOGY - ATHLETIC TRAINING OPTION
19,3.5-4.0,3,Female,Freshman,3.0-3.4,Asian,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Asian,1,1,1,3.4,3.222,2,C,6,3.890000105,Sanger High,,Pre-Nursing,0,20132,1,Sp13,34867,3.5-4.0,1,0,780,410,370,F,257,MAJOR: PRE-NURSING
19,3.5-4.0,4,Female,Freshman,3.5-4.0,Hispanic,34867,0-14,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.5,3.684,3,B,9,3.5,Hanford High,,Pre-Nursing,0,20132,1,Sp13,34867,3.5-4.0,1,1,920,430,490,F,257,MAJOR: PRE-NURSING
21,2.5-2.9,3.43,Male,Junior,3.0-3.4,Hispanic,34867,60-74,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,Y,Hispanic,1,1,1,4,3.512,4,A,12,2.720000029,Reedley College,,History,0,20132,1,Sp13,34867,2.5-2.9,0,0,750,380,370,M,257,MAJOR: HISTORY
20,3.5-4.0,2.31,Female,Freshman,2.0-2.4,White,34867,15-29,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,White,1,1,1,0,1.667,0,F,0,3.549999952,Liberty High,,Pre-Nursing,0,20132,0,Sp13,34867,3.5-4.0,0,1,1100,540,560,F,257,MAJOR: PRE-NURSING
19,3.0-3.4,3,Female,Sophomore,3.0-3.4,Hispanic,34867,30-44,Continuing,10,34867,E,Not,Psychology,PSYCH 10,1,N,Hispanic,1,1,1,3.58,3.156,3,B,9,3.400000095,Tulare Western High,,Pre-Nursing,0,20132,1,Sp13,34867,3.0-3.4,0,1,1010,530,480,F,257,MAJOR: PRE-NURSING
